觀測月份,觀測站,當月資料缺漏超過1日,降雨量
"2020-12","口湖工作站","","無資料"
"2020-11","口湖工作站","","無資料"
"2023-03","凍頂茶改場","","33"
"2023-02","凍頂茶改場","","5"
"2023-01","凍頂茶改場","","13.5"
"2022-12","凍頂茶改場","","19.5"
"2022-11","凍頂茶改場","","6"
"2022-10","凍頂茶改場","","27.5"
"2022-09","凍頂茶改場","","242.5"
"2022-08","凍頂茶改場","","347"
"2022-07","凍頂茶改場","","220.5"
"2022-06","凍頂茶改場","","436.5"
"2022-05","凍頂茶改場","","449.5"
"2022-04","凍頂茶改場","","141"
"2022-03","凍頂茶改場","","113.5"
"2022-02","凍頂茶改場","","132"
"2022-01","凍頂茶改場","","41.5"
"2021-12","凍頂茶改場","","19"
"2021-11","凍頂茶改場","","12.5"
"2021-10","凍頂茶改場","","25"
"2021-09","凍頂茶改場","","222"
"2021-08","凍頂茶改場","","744.5"
"2021-07","凍頂茶改場","","413.5"
"2021-06","凍頂茶改場","","953"
"2021-05","凍頂茶改場","","170.5"
"2021-04","凍頂茶改場","","44"
"2021-03","凍頂茶改場","","12.5"
"2021-02","凍頂茶改場","","27.5"
"2021-01","凍頂茶改場","","10.5"
"2020-12","凍頂茶改場","","35.5"
"2020-11","凍頂茶改場","","8"
"2020-10","凍頂茶改場","","1"
"2020-09","凍頂茶改場","","183"
"2020-08","凍頂茶改場","","443"
"2020-07","凍頂茶改場","","323"
"2020-06","凍頂茶改場","","168"
"2019-12","凍頂茶改場","*","159.5"
"2019-11","凍頂茶改場","*","0"
"2019-10","凍頂茶改場","*","23"
"2019-09","凍頂茶改場","","149.5"
"2019-08","凍頂茶改場","*","589"
"2019-07","凍頂茶改場","*","192"
"2019-06","凍頂茶改場","","671.5"
"2019-05","凍頂茶改場","*","445.5"
"2019-04","凍頂茶改場","*","74.5"
"2019-03","凍頂茶改場","","139"
"2019-02","凍頂茶改場","","6.5"
"2019-01","凍頂茶改場","*","8.5"
"2018-12","凍頂茶改場","*","0.5"
"2018-11","凍頂茶改場","*","21"
"2018-10","凍頂茶改場","","XXX"
"2018-09","凍頂茶改場","","XXX"
"2018-08","凍頂茶改場","","XXX"
"2018-07","凍頂茶改場","","XXX"
"2018-06","凍頂茶改場","","XXX"
"2018-05","凍頂茶改場","","XXX"
"2018-04","凍頂茶改場","","XXX"
"2018-03","凍頂茶改場","","XXX"
"2018-02","凍頂茶改場","","XXX"
"2018-01","凍頂茶改場","","XXX"
"2023-03","五峰工作站","","45.5"
"2023-02","五峰工作站","","33.5"
"2023-01","五峰工作站","","23"
"2022-12","五峰工作站","","76"
"2022-11","五峰工作站","","106.5"
"2022-10","五峰工作站","","152"
"2022-09","五峰工作站","","894.5"
"2022-08","五峰工作站","","120.5"
"2022-07","五峰工作站","","198.5"
"2022-06","五峰工作站","*","308"
"2022-05","五峰工作站","","398.5"
"2022-04","五峰工作站","","85"
"2022-03","五峰工作站","","253"
"2022-02","五峰工作站","","315"
"2022-01","五峰工作站","","84"
"2021-12","五峰工作站","","34.5"
"2021-11","五峰工作站","","23"
"2021-10","五峰工作站","","70"
"2021-09","五峰工作站","","155.5"
"2021-08","五峰工作站","","402.5"
"2021-07","五峰工作站","","887.5"
"2021-06","五峰工作站","","323.5"
"2021-05","五峰工作站","","174"
"2021-04","五峰工作站","","69"
"2021-03","五峰工作站","","90.5"
"2021-02","五峰工作站","","30"
"2021-01","五峰工作站","","50"
"2020-12","五峰工作站","","88.5"
"2020-11","五峰工作站","","28.5"
"2020-10","五峰工作站","","44"
"2020-09","五峰工作站","","191.5"
"2020-08","五峰工作站","","140"
"2020-07","五峰工作站","","103"
"2020-06","五峰工作站","","56.5"
"2019-12","五峰工作站","*","120.5"
"2019-11","五峰工作站","","3.5"
"2019-10","五峰工作站","*","144"
"2019-09","五峰工作站","*","131.5"
"2019-08","五峰工作站","","563"
"2019-07","五峰工作站","*","167.5"
"2019-06","五峰工作站","*","470"
"2019-05","五峰工作站","*","377.5"
"2019-04","五峰工作站","*","149.5"
"2019-03","五峰工作站","*","278"
"2019-02","五峰工作站","*","22.5"
"2019-01","五峰工作站","","54.5"
"2018-12","五峰工作站","","20.5"
"2018-11","五峰工作站","","47.5"
"2018-10","五峰工作站","","94.5"
"2018-09","五峰工作站","","159"
"2018-08","五峰工作站","","410"
"2018-07","五峰工作站","*","370"
"2018-06","五峰工作站","","277.5"
"2018-05","五峰工作站","*","95.5"
"2018-04","五峰工作站","","74.5"
"2018-03","五峰工作站","","105"
"2018-02","五峰工作站","","186"
"2018-01","五峰工作站","*","326.5"
"2017-12","五峰工作站","*","52.5"
"2017-11","五峰工作站","","73.5"
"2017-10","五峰工作站","","87"
"2017-09","五峰工作站","","169"
"2017-08","五峰工作站","","129.5"
"2017-07","五峰工作站","","457.5"
"2017-06","五峰工作站","","570.5"
"2017-05","五峰工作站","*","263"
"2017-04","五峰工作站","*","316"
"2017-03","五峰工作站","*","171"
"2017-02","五峰工作站","*","93.5"
"2017-01","五峰工作站","*","20"
"2016-12","五峰工作站","*","35"
"2016-11","五峰工作站","","131.5"
"2016-10","五峰工作站","*","83"
"2016-09","五峰工作站","","805.5"
"2016-08","五峰工作站","*","142.5"
"2016-07","五峰工作站","","139.5"
"2016-06","五峰工作站","","168.5"
"2016-05","五峰工作站","*","166.5"
"2016-04","五峰工作站","","203.5"
"2016-03","五峰工作站","","442.5"
"2016-02","五峰工作站","","108.5"
"2016-01","五峰工作站","","264"
"2015-12","五峰工作站","","147"
"2015-11","五峰工作站","","12"
"2015-10","五峰工作站","","43.5"
"2015-09","五峰工作站","","330.5"
"2015-08","五峰工作站","","580.5"
"2015-07","五峰工作站","*","481.5"
"2015-06","五峰工作站","","71"
"2015-05","五峰工作站","","329"
"2015-04","五峰工作站","","123.5"
"2015-03","五峰工作站","","105"
"2015-02","五峰工作站","","99"
"2015-01","五峰工作站","*","26.5"
"2014-12","五峰工作站","","122.5"
"2014-11","五峰工作站","","14"
"2014-10","五峰工作站","","48.5"
"2014-09","五峰工作站","","106.5"
"2014-08","五峰工作站","*","111"
"2014-07","五峰工作站","*","245"
"2014-06","五峰工作站","","184"
"2014-05","五峰工作站","","387"
"2014-04","五峰工作站","","93"
"2014-03","五峰工作站","","181"
"2014-02","五峰工作站","","166.5"
"2014-01","五峰工作站","","18"
"2013-12","五峰工作站","","206.5"
"2013-11","五峰工作站","","60.5"
"2013-10","五峰工作站","","425"
"2013-09","五峰工作站","","143"
"2013-08","五峰工作站","*","791"
"2013-07","五峰工作站","","1118"
"2013-06","五峰工作站","","96"
"2013-05","五峰工作站","","419"
"2013-04","五峰工作站","","365.5"
"2013-03","五峰工作站","","101"
"2013-02","五峰工作站","","11.5"
"2013-01","五峰工作站","","54.5"
"2012-12","五峰工作站","","214.5"
"2012-11","五峰工作站","","302"
"2012-10","五峰工作站","","57.5"
"2012-09","五峰工作站","","180"
"2012-08","五峰工作站","","1017.5"
"2012-07","五峰工作站","","193.5"
"2012-06","五峰工作站","","512"
"2012-05","五峰工作站","","380.5"
"2012-04","五峰工作站","","267.5"
"2012-03","五峰工作站","","92"
"2012-02","五峰工作站","","294"
"2012-01","五峰工作站","","249"
"2011-12","五峰工作站","","116"
"2011-11","五峰工作站","","284"
"2011-10","五峰工作站","","84.5"
"2011-09","五峰工作站","","57"
"2011-08","五峰工作站","","202"
"2011-07","五峰工作站","","345"
"2011-06","五峰工作站","","450"
"2011-05","五峰工作站","","377.5"
"2011-04","五峰工作站","","30.5"
"2011-03","五峰工作站","","120"
"2011-02","五峰工作站","","71"
"2011-01","五峰工作站","","104"
"2010-12","五峰工作站","","80.5"
"2010-11","五峰工作站","","37.5"
"2010-10","五峰工作站","","89.5"
"2010-09","五峰工作站","","289"
"2010-08","五峰工作站","","177"
"2010-07","五峰工作站","","283.5"
"2010-06","五峰工作站","","381"
"2010-05","五峰工作站","","189.5"
"2010-04","五峰工作站","","201.5"
"2010-03","五峰工作站","","79"
"2010-02","五峰工作站","","272"
"2010-01","五峰工作站","","129"
"2023-03","七股研究中心","","0"
"2023-02","七股研究中心","","0"
"2023-01","七股研究中心","","6"
"2022-12","七股研究中心","","4.5"
"2022-11","七股研究中心","","8"
"2022-10","七股研究中心","","6"
"2022-09","七股研究中心","*","11.5"
"2022-08","七股研究中心","","181.5"
"2022-07","七股研究中心","","167.5"
"2022-06","七股研究中心","","105.5"
"2022-05","七股研究中心","","285"
"2022-04","七股研究中心","","42.5"
"2022-03","七股研究中心","","46"
"2022-02","七股研究中心","","86.5"
"2022-01","七股研究中心","","46.5"
"2021-12","七股研究中心","","25.5"
"2021-11","七股研究中心","","14.5"
"2021-10","七股研究中心","","21.5"
"2021-09","七股研究中心","","50"
"2021-08","七股研究中心","","553.5"
"2021-07","七股研究中心","","303.5"
"2021-06","七股研究中心","","410"
"2021-05","七股研究中心","","61"
"2021-04","七股研究中心","","26"
"2017-12","台東班鳩分場","*","4.5"
"2017-11","台東班鳩分場","","32"
"2017-10","台東班鳩分場","","789.5"
"2017-09","台東班鳩分場","","114"
"2017-08","台東班鳩分場","","223.5"
"2017-07","台東班鳩分場","","250.5"
"2017-06","台東班鳩分場","","172.5"
"2017-05","台東班鳩分場","*","180"
"2017-04","台東班鳩分場","","124.5"
"2017-03","台東班鳩分場","","46.5"
"2017-02","台東班鳩分場","*","12"
"2017-01","台東班鳩分場","*","5"
"2016-12","台東班鳩分場","*","19"
"2016-11","台東班鳩分場","","153.5"
"2016-10","台東班鳩分場","","1132"
"2016-09","台東班鳩分場","*","1060.5"
"2016-08","台東班鳩分場","","XXX"
"2016-07","台東班鳩分場","","164.5"
"2016-06","台東班鳩分場","","57"
"2016-05","台東班鳩分場","","85"
"2016-04","台東班鳩分場","","71"
"2016-03","台東班鳩分場","","24.5"
"2016-02","台東班鳩分場","","24.5"
"2016-01","台東班鳩分場","","129.5"

